size	job	temperature	energy	energy^2	magnetization	magnetization^2
20	02	2.94  -336.19832067173132        114482.25829668132      -0.76609356257496997        4209.2219112355060     
20	02	2.66  -393.89204318272692        157006.36225509795       -3.1587365053978407        10753.551379448221     
20	02	2.64  -401.87924830067971        163301.39304278287       -9.8920431827269084        13599.161935225909     
20	02	1.86  -734.08236705317870        539534.45181927225       -379.43622550979609        144070.74130347860     
20	02	2.5  -454.50299880047982        209398.36545381846       -43.638544582167135        25578.565373850459     
20	02	1.2  -795.41623350659734        632726.22471011593       -398.80527788884444        159048.50219912035     
20	02	1.74  -753.46821271491399        568170.38944422232       -386.10155937624950        149132.58376649339     
20	02	2.34  -523.10915633746504        277124.90043982409        110.12554978008797        51357.405837664934     
20	02	1.66  -764.43982407037186        584698.56217513001       -389.77688924430225        151962.09196321471     
20	02	2.38  -504.37105157936827        257418.73490603757       -191.03398640543782        47242.232706917232     
20	02	1.88  -726.16553378648541        528039.87524990004       -375.81367453018794        141380.08636545381     
20	02	2.42  -488.28148740503798        241496.15673730508        8.0175929628148737        40679.820871651340     
20	02	2.76  -372.79168332666933        140688.51819272290        9.3754498200719709        9257.0235905637746     
20	02	2.06  -678.37345061975213        461713.25389844063       -353.50659736105558        125702.99240303878     
20	02	0.4  -800.00000000000000        640000.00000000000       -400.00000000000000        160000.00000000000     
20	02	2.58  -417.56737305077968        176361.95441823269        39.725709716113556        14724.185525789684     
20	02	2.0  -700.15833666533388        491405.38344662136       -365.16513394642141        133678.12714914035     
20	02	2.2  -628.17592962814877        396490.81807277090       -329.61535385845661        109449.95441823271     
20	02	0.1  -800.00000000000000        640000.00000000000       -400.00000000000000        160000.00000000000     
20	02	3.4  -274.50939624150340        76615.363454618157        5.4074370251899238        2691.0803678528587     
20	02	2.96  -331.94562175129948        111619.15393842463        11.723310675729708        4636.9100359856056     
20	02	2.78  -369.68412634946020        138435.90883646542       -9.7001199520191932        8686.8772491003601     
20	02	2.1  -663.20511795281891        441470.17672930827       -347.36425429828068        121298.20871651340     
20	02	2.72  -379.95041983206715        146032.51819272290        1.4258296681327469        8368.6381447421027     
20	02	2.14  -650.92522990803684        425561.44262295082       -339.23150739704118        116112.72131147541     
20	02	1.84  -735.80167932826873        542037.98160735704       -379.72650939624151        144297.34666133547     
20	02	1.3  -792.23510595761695        627704.59816073568       -397.95121951219511        158370.32866853257     
20	02	1.7  -759.87205117952817        577808.45421831263       -388.27828868452622        150806.06157536985     
20	02	2.62  -404.04798080767694        165130.86925229908       -22.518192722910836        11119.477009196322     
20	02	0.8  -799.87844862055181        639806.49020391842       -399.96961215513795        159975.75049980008     
20	02	0.6  -799.99680127948818        639994.90763694525       -399.99920031987205        159999.36185525788     
20	02	2.44  -478.90443822471013        232382.58616553378        78.802079168332668        32706.690123950419     
20	02	2.18  -634.26469412235110        404315.03558576567       -331.78728508596561        110982.41023590564     
20	02	2.7  -385.15153938424629        150132.13914434228       -4.7756897241103555        10687.808076769292     
20	02	2.08  -671.58096761295485        452703.83366653341       -350.15753698520592        123434.99400239903     
20	02	1.76  -750.93322670931627        564426.48540583765       -385.28188724510198        148508.94682127150     
20	02	1.8  -745.47301079568172        556301.32586965209       -383.44662135145944        147106.81167532987     
20	02	2.54  -428.74530187924830        185909.11795281887        17.684926029588166        17584.078368652539     
20	02	2.4  -504.74850059976012        258313.76249500201        40.919632147141144        49855.539384246302     
20	02	1.62  -768.83966413434621        591386.45341863250       -390.94602159136343        152870.17033186727     
20	02	4.0  -221.86325469812076        50306.021591363453        3.7361055577768894        1674.2710915633747     
20	02	2.32  -530.59736105557772        285331.26909236307        26.035985605757698        54429.895241903236     
20	02	0.9  -799.49780087964814        639200.62694922031       -399.87285085965613        159898.55097960815     
20	02	1.72  -756.56617353058778        572789.07956817269       -387.26029588164732        150015.84486205518     
20	02	1.78  -747.80327868852464        559738.01199520193       -384.24310275889644        147712.76769292282     
20	02	3.2  -298.03758496601358        90087.740903638551       -11.424230307876849        3188.7021191523390     
20	02	1.94  -715.53298680527791        512877.86325469811       -372.28228708516593        138755.80807676929     
20	02	2.36  -514.73970411835262        268813.28748500597       -36.575769692123153        53635.928028788483     
20	02	2.26  -586.04398240703722        346643.02598960418        293.27948820471812        89131.233906437425     
20	02	3.8  -237.32746901239503        57520.153538584564       -2.0783686525389844        2131.8144742103159     
20	02	1.4  -787.69932027189122        620585.05237904843       -396.67652938824472        157362.15273890443     
20	02	2.8  -365.01559376249503        135098.15273890443       -23.192323070771693        7841.4394242303078     
20	02	3.7  -245.24270291883246        61312.588564574173       0.63894442223110759        2087.2339064374250     
20	02	2.98  -325.68092762894844        107437.42183126749        1.8512594962015194        3796.8956417433028     
20	02	2.82  -357.91123550579766        129615.14914034386        2.6389444222311077E-002   6170.8740503798481     
20	02	1.96  -708.77728908436620        503341.27469012397       -369.28428628548579        136593.05237904837     
20	02	2.04  -681.39784086365455        465661.05717712914       -355.42103158736506        126868.54538184726     
20	02	3.6  -255.24670131947221        66288.626949220314       -2.4390243902439024        2068.6797281087565     
20	02	2.46  -459.07716913234708        213509.55297880847       -32.947620951619349        23263.982407037187     
20	02	2.22  -604.40623750499799        368920.70051979210       -269.37385045981608        91752.991603358663     
20	02	3.0  -327.79048380647743        109013.68092762894        2.0695721711315476        4614.7780887644940     
20	02	2.6  -410.72530987604961        170627.53138744502        4.0895641743302678        13749.261895241903     
20	02	1.6  -772.14234306277490        596470.45501799276       -392.11435425829666        153780.15353858456     
20	02	0.2  -800.00000000000000        640000.00000000000       -400.00000000000000        160000.00000000000     
20	02	2.52  -446.69972011195523        201959.51699320271       -70.581367453018800        23063.625749700121     
20	02	3.5  -264.28948420631747        71056.051179528193        2.1951219512195124        2636.3518592562973     
